Player;Shot;Type;Stroke;Spin;Speed (KM/H);Point;Game;Set;Bounce Depth;Bounce Zone;Bounce Side;Bounce (x);Bounce (y);Hit Depth;Hit Zone;Hit Side;Hit (x);Hit (y);Hit (z);Direction;Result;Favorited;Start Time;Video Time
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;121,672348;3;1;1;short;deuce;far;-1,780733;18,281967;deep;deuce;near;0,943359;1,01997;2,443359;down the T;In;false;17:20:14;
Rikard Rykkvin;2;first_return;Forehand;Flat;57,356514;3;1;1;short;deuce;near;1,597435;7,711317;deep;deuce;far;-3,171875;23,927341;1,279297;cross court;In;false;17:20:15;
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Topspin;91,077652;3;1;1;deep;deuce;far;-1,77832;21;deep;deuce;near;3,126953;0,67622;0,848633;cross court;In;false;17:20:17;
Rikard Rykkvin;4;return_plus_one;Forehand;Topspin;73,134094;3;1;1;short;deuce;near;2,867625;6,377641;out;deuce;far;-2,679688;25,521091;0,931641;cross court;In;false;17:20:19;
Rasmus Kopperud Riis;5;in_play;Forehand;Flat;92,641724;3;1;1;deep;ad;far;3,109844;18,845217;deep;deuce;near;4,035156;-0,01128;0,979004;down the line;In;false;17:20:20;
Rikard Rykkvin;6;in_play;Backhand;Flat;73,897263;3;1;1;deep;ad;near;-2,633319;3,391993;out;ad;far;2,283203;24,989841;1,506836;cross court;In;false;17:20:22;
Rasmus Kopperud Riis;7;in_play;Backhand;Flat;55,866058;3;1;1;deep;ad;far;0,574236;19,897488;out;ad;near;-3,396484;-0,23003;1,199219;cross court;In;false;17:20:23;
Rikard Rykkvin;8;in_play;Forehand;Topspin;90,342506;3;1;1;deep;ad;near;-3,331984;3,966332;deep;ad;far;1,201172;24,302341;1,509766;inside out;In;false;17:20:26;
Rasmus Kopperud Riis;9;in_play;Backhand;Flat;73,307152;3;1;1;short;ad;far;2,919387;17,060905;out;ad;near;-3,734375;-0,862842;1,356445;cross court;In;false;17:20:27;
Rikard Rykkvin;10;in_play;Backhand;Flat;62,353619;3;1;1;short;ad;near;-3,662939;5,715831;out;ad_alley;far;4,34375;24,552341;1,316406;down the line;In;false;17:20:29;
Rasmus Kopperud Riis;11;in_play;Backhand;Flat;66,0336;3;1;1;short;ad;far;2,420978;17,658148;out;ad_alley;near;-4,710938;-0,151905;1,529297;down the line;In;false;17:20:30;
Rikard Rykkvin;12;in_play;Backhand;Slice;54,154308;3;1;1;short;deuce;near;1,441167;5,843268;out;ad;far;3,949219;25,114841;1,481445;down the line;In;false;17:20:32;
Rasmus Kopperud Riis;13;in_play;Forehand;Topspin;136,137146;3;1;1;deep;deuce;far;-0,045577;22,780762;deep;deuce;near;0,82959;1,934033;1,039062;cross court;In;false;17:20:34;
Rikard Rykkvin;0;none;Feed;Flat;33,844246;4;1;1;deep;ad;near;-0,483887;5,449219;short;deuce;far;-0,504395;12,800184;3,263672;---;In;false;17:20:43;
Rikard Rykkvin;1;none;Feed;Flat;34,858105;4;1;1;short;ad;far;0,753418;12,171875;deep;ad;far;2,511719;20,911716;2,724609;---;Net;false;17:20:54;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;132,930817;4;1;1;short;ad;far;2,337079;18,2533;deep;ad;near;0,250488;0,441845;2,439453;down the T;In;false;17:21:06;
Rikard Rykkvin;2;first_return;Forehand;Flat;71,637894;4;1;1;deep;ad;near;-2,144127;4,509108;out;ad;far;3,123047;25,864841;1,27832;inside out;In;false;17:21:07;
Rasmus Kopperud Riis;3;serve_plus_one;Backhand;Topspin;87,14444;4;1;1;deep;ad;far;1,829938;21,187937;deep;ad;near;-2,787109;0,230908;1,057617;cross court;In;false;17:21:08;
Rikard Rykkvin;4;return_plus_one;Backhand;Topspin;72,220085;4;1;1;deep;ad;near;-1,859409;5,130472;deep;ad;far;2,839844;24,239841;0,966309;cross court;In;false;17:21:10;
Rasmus Kopperud Riis;5;in_play;Backhand;Flat;94,109688;4;1;1;short;deuce;far;-2,703671;18,058956;deep;ad;near;-2,792969;0,51997;0,838379;down the line;In;false;17:21:11;
Rikard Rykkvin;6;in_play;Forehand;Topspin;79,58255;4;1;1;deep;deuce;near;2,844407;3,472613;out;deuce;far;-2,539062;25,208591;0,67627;cross court;In;false;17:21:13;
Rasmus Kopperud Riis;7;in_play;Forehand;Topspin;48,106884;4;1;1;short;deuce;near;3,310547;11,5;out;deuce;near;3,412109;-0,159717;0,697754;cross court;Net;false;17:21:14;
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;125,413666;5;1;1;short;deuce;far;-1,953963;18,288;deep;deuce;near;1,289062;0,55122;2,476562;down the T;In;false;17:21:28;
Rikard Rykkvin;2;first_return;Forehand;Flat;76,030411;5;1;1;deep;ad;near;-0,212577;3,726598;deep;deuce;far;-3,644531;24,239841;1,1875;down the line;In;false;17:21:29;
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Topspin;89,087364;5;1;1;deep;deuce;far;-2,633123;22,155447;out;deuce;near;0,175415;-1,909717;1,164062;cross court;In;false;17:21:31;
Rikard Rykkvin;4;return_plus_one;Forehand;Topspin;82,108391;5;1;1;short;deuce;near;1,825888;8,292156;out;deuce;far;-3,242188;26,474216;1,109375;cross court;In;false;17:21:32;
Rasmus Kopperud Riis;5;in_play;Forehand;Flat;92,012459;5;1;1;deep;deuce;far;-2,593689;23,429489;out;deuce;near;3,355469;-0,839405;0,497314;cross court;In;false;17:21:34;
Rikard Rykkvin;6;in_play;Forehand;Topspin;75,074776;5;1;1;deep;deuce;near;3,071457;2,245867;out;deuce;far;-2,980469;26,349216;0,793945;cross court;In;false;17:21:35;
Rasmus Kopperud Riis;7;in_play;Forehand;Flat;100,08799;5;1;1;short;ad;far;1,236739;18,255642;out;deuce;near;3,439453;-1,23003;1,103516;down the line;In;false;17:21:37;
Rikard Rykkvin;8;in_play;Backhand;Flat;78,589333;5;1;1;deep;ad;near;-2,355569;3,804773;out;ad;far;0,208374;25,083591;0,709961;cross court;In;false;17:21:38;
Rasmus Kopperud Riis;9;in_play;Backhand;Flat;131,988297;5;1;1;deep;ad;far;0,910234;21,559004;out;ad;near;-2,628906;-0,737842;0,825684;cross court;In;false;17:21:40;
Rikard Rykkvin;10;in_play;Backhand;Flat;84,307686;5;1;1;short;ad;near;-0,399542;7,632737;deep;ad;far;1,993164;23,817966;1,272461;cross court;In;false;17:21:41;
Rasmus Kopperud Riis;11;in_play;Forehand;Topspin;86,320786;5;1;1;deep;deuce;far;-4,038915;19,945816;out;ad;near;-1,291016;-1,026905;0,557129;inside in;In;false;17:21:42;
Rikard Rykkvin;12;in_play;Forehand;Flat;68,183662;5;1;1;out;deuce_alley;far;-4,570012;24,54875;out;deuce;far;-3,919922;26,364841;1,572266;down the line;Net;false;17:21:44;
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;127,259056;6;1;1;short;ad;far;0,08968;17,644331;deep;ad;near;-0,032959;0,504345;2,4375;down the T;In;false;17:22:08;
Rikard Rykkvin;1;first_serve;Serve;Flat;95,735512;7;2;1;short;deuce;far;-3,636039;17,438154;deep;deuce;near;1,964844;0,379345;2,628906;out wide;In;false;17:23:32;
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;88,770088;7;2;1;deep;ad;near;-1,695513;4,156216;out;deuce_out;far;-5,804688;25,771091;1,001953;down the line;In;false;17:23:34;
Rikard Rykkvin;3;serve_plus_one;Backhand;Topspin;50,51062;7;2;1;short;ad;near;-1,280273;7,993216;deep;ad;near;-0,821777;0,809033;0,898926;cross court;Net;false;17:23:35;
Rikard Rykkvin;1;first_serve;Serve;Slice;128,179733;8;2;1;short;ad;far;1,777906;17,045841;deep;ad;near;-1,541992;0,08247;2,326172;down the T;In;false;17:23:46;
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;58,879036;8;2;1;short;ad;near;-1,220657;7,854433;out;ad;far;2,464844;24,427341;1,539062;inside out;In;false;17:23:47;
Rikard Rykkvin;3;serve_plus_one;Backhand;Topspin;39,354172;8;2;1;short;ad;near;-2,138672;5,660437;short;ad;near;-1,329102;7,211376;0,443848;cross court;Net;false;17:23:48;
Rikard Rykkvin;1;first_serve;Serve;Slice;54,392971;9;2;1;short;ad;near;-2,140625;11,664062;deep;deuce;near;0,994629;1,293408;2,314453;out wide;Net;false;17:24:06;
Rikard Rykkvin;1;second_serve;Serve;Slice;107,80072;9;2;1;short;deuce;far;-1,503625;17,641878;deep;deuce;near;0,847168;0,441845;2,603516;down the T;In;false;17:24:13;
Rasmus Kopperud Riis;2;second_return;Backhand;Flat;91,586914;9;2;1;short;ad;near;-2,178595;6,182453;deep;deuce;far;-2,324219;23,958591;1,216797;inside in;In;false;17:24:14;
Rikard Rykkvin;3;serve_plus_one;Backhand;Topspin;77,445915;9;2;1;short;ad;far;0,123721;18,239841;deep;ad;near;-1,989258;0,76997;1,003906;cross court;In;false;17:24:15;
Rasmus Kopperud Riis;4;return_plus_one;Backhand;Topspin;92,695747;9;2;1;deep;deuce;near;4,052324;3,135892;deep;ad;far;1,405273;23,896091;1,142578;down the line;In;false;17:24:17;
Rikard Rykkvin;1;first_serve;Serve;Slice;115,875687;10;2;1;short;ad;far;2,52217;16,897976;deep;ad;near;-1,141602;0,67622;2,277344;out wide;In;false;17:24:42;
Rasmus Kopperud Riis;2;first_return;Backhand;Topspin;47,643955;10;2;1;short;ad_alley;far;5,323857;16,945641;deep;ad;far;3,560547;23,333591;1,382812;down the line;Net;false;17:24:43;
Rikard Rykkvin;1;first_serve;Serve;Flat;109,482864;11;2;1;short;deuce;far;-2,494778;17,929686;deep;deuce;near;1,044922;0,637158;2,513672;out wide;In;false;17:24:54;
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;83,326805;11;2;1;deep;deuce;near;2,951695;5,461005;deep;deuce;far;-3,998047;24,114841;1,136719;cross court;In;false;17:24:55;
Rikard Rykkvin;3;serve_plus_one;Forehand;Flat;49,312645;11;2;1;deep;ad;far;2,261921;21,242882;deep;deuce;near;3,404297;3,855908;1,349609;down the line;In;false;17:24:56;
Rasmus Kopperud Riis;4;return_plus_one;Backhand;Flat;102,491165;11;2;1;out;ad;near;-2,498229;-0,421133;deep;ad;far;1,764648;22,833591;1,314453;cross court;Out;false;17:24:58;
Rikard Rykkvin;1;first_serve;Serve;Slice;120,814728;12;2;1;short;ad;far;2,050151;17,580305;deep;ad;near;-1,236328;0,535595;2,308594;down the T;In;false;17:25:21;
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;66,924248;12;2;1;deep;ad;near;-2,690494;5,378966;deep;ad;far;2,283203;23,614841;1,769531;inside out;In;false;17:25:22;
Rikard Rykkvin;3;serve_plus_one;Backhand;Topspin;73,12394;12;2;1;short;ad_alley;far;4,563401;18,221571;out;ad;near;-3,429688;-0,394092;1,279297;down the line;Out;false;17:25:24;
Rikard Rykkvin;0;none;Feed;Flat;30,662121;13;3;1;short;ad;far;1,722983;18,199709;deep;deuce;near;0,638672;3,348095;1,742188;---;In;false;17:25:28;
Rikard Rykkvin;1;none;Feed;Flat;36,136616;13;3;1;deep;ad;near;-0,620502;1,696102;deep;ad;near;-0,073425;5,293492;1,679688;---;Net;false;17:25:40;
Rikard Rykkvin;2;none;Feed;Flat;37,630787;13;3;1;deep;deuce;far;-0,031061;18,328867;deep;deuce;near;0,538086;4,309117;1,375;---;In;false;17:25:41;
Rikard Rykkvin;3;none;Feed;Flat;29,268389;13;3;1;deep;deuce;far;-0,832044;21,332865;deep;ad;near;-0,721191;1,621617;0,648926;---;In;false;17:25:47;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;126,776787;13;3;1;short;deuce;near;0,83185;7,055658;deep;deuce;far;-0,836914;23,364841;2,310547;down the T;In;false;17:26:00;
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;116,570969;13;3;1;short;deuce;near;0,644227;8,589736;deep;deuce;far;-0,811035;23,583591;2,335938;down the T;In;false;17:26:11;
Rikard Rykkvin;2;second_return;Backhand;Flat;65,193504;13;3;1;deep;ad;far;1,958984;18,953125;out;deuce;near;1,427734;-1,753467;1,279297;inside in;In;false;17:26:12;
Rasmus Kopperud Riis;3;serve_plus_one;Backhand;Flat;113,918053;13;3;1;deep;ad;near;-1,28125;1,882812;deep;ad;far;1,87207;22,739841;1,504883;cross court;In;false;17:26:13;
Rikard Rykkvin;4;return_plus_one;Backhand;Topspin;72,161324;13;3;1;short;ad;near;-1,445312;9,34375;deep;ad;near;-1,429688;0,230908;0,845703;cross court;Net;false;17:26:14;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;112,314735;14;3;1;short;ad;near;-1,012884;7,233188;deep;ad;far;0,518066;23,771091;2,515625;down the T;In;false;17:26:26;
Rikard Rykkvin;2;first_return;Forehand;Flat;87,248558;14;3;1;out;ad;far;3,496659;26,995901;out;ad;near;-1,164062;-2,026905;1,064453;inside out;Out;false;17:26:27;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;129,039337;15;3;1;short;ad;far;1,017578;12,570312;deep;deuce;far;-0,494629;22,958591;2,425781;down the T;Net;false;17:26:44;
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;184,551208;15;3;1;short;deuce;near;2,868223;8,51609;deep;deuce;far;-0,645508;23,364841;2,414062;out wide;In;false;17:26:52;
Rikard Rykkvin;2;second_return;Forehand;Flat;122,288071;15;3;1;deep;deuce;far;-2,116947;23,72624;deep;deuce;near;4,011719;1,473095;1,195312;cross court;In;false;17:26:53;
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Flat;57,531425;15;3;1;deep;ad;near;-2,910428;2,934819;out;deuce;far;-3,441406;25,364841;0,910156;down the line;In;false;17:26:54;
Rikard Rykkvin;4;return_plus_one;Backhand;Topspin;55,389252;15;3;1;short;ad;far;2,626404;17,833042;out;ad;near;-2,228516;-1,526905;1,693359;cross court;In;false;17:26:57;
Rasmus Kopperud Riis;5;in_play;Backhand;Flat;45,484646;15;3;1;short;deuce;near;1,889684;7,45093;deep;ad;far;2,511719;20,583591;2,595703;down the line;In;false;17:26:59;
Rikard Rykkvin;6;in_play;Forehand;Topspin;80,038162;15;3;1;short;ad;far;2,772767;18,103794;deep;deuce;near;1,745117;3,33247;0,996094;down the line;In;false;17:27:01;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;117,803497;16;3;1;deep;ad;near;-2,635225;4,671282;deep;ad;far;0,345215;22,958591;2,484375;out wide;Out;false;17:27:25;
Rikard Rykkvin;1;none;Forehand;Flat;40,89764;16;3;1;deep;ad_alley;near;-4,321301;3,289062;out;ad;near;-3,142578;-1,808155;0,922852;inside in;Net;false;17:27:26;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;84,866623;16;3;1;short;ad;near;-3,089679;8,286426;deep;ad;far;0,652344;23,552341;2,576172;out wide;In;false;17:27:34;
Rikard Rykkvin;3;none;Backhand;Topspin;60,410492;16;3;1;deep;ad;far;0,143433;23,749004;deep;ad_alley;near;-4,898438;0,277783;0,833008;down the line;In;false;17:27:35;
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;92,524635;16;3;1;short;ad;near;-3,274999;8,674276;deep;ad;far;0,380371;23,646091;2,46875;out wide;In;false;17:27:44;
Rikard Rykkvin;2;second_return;Backhand;Flat;88,220001;16;3;1;out;ad;far;3,224361;28,165751;deep;ad;near;-3,638672;2,090283;1,3125;cross court;Out;false;17:27:45;
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;53,741207;17;3;1;short;ad;far;2,482422;12,734375;deep;deuce;far;-0,535645;23,099216;2,392578;out wide;Net;false;17:28:03;
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;100,816429;17;3;1;short;deuce;near;2,377385;7,191243;deep;deuce;far;-0,564453;22,771835;2,380859;out wide;In;false;17:28:09;
Rikard Rykkvin;2;second_return;Forehand;Flat;78,636971;17;3;1;out;deuce_alley;far;-4,886755;26,663502;deep;deuce;near;3,371094;-0,120655;1,049805;down the line;Out;false;17:28:10;
Rikard Rykkvin;1;first_serve;Serve;Flat;117,440689;18;4;1;short;deuce;near;1,60083;8,367636;deep;deuce;far;-0,945801;23,333591;2,294922;down the T;In;false;17:29:25;
Rasmus Kopperud Riis;1;none;Forehand;Flat;98,950035;18;4;1;deep;ad;far;1,766032;23,68611;out;deuce;near;3,318359;-0,79253;1,036133;down the line;In;false;17:29:26;
Rikard Rykkvin;1;second_serve;Serve;Flat;139,230469;18;4;1;short;deuce;near;3,043423;7,155379;deep;deuce;far;-0,850098;23,396091;2,404297;out wide;In;false;17:29:35;
Rasmus Kopperud Riis;2;second_return;Forehand;Flat;107,470749;18;4;1;deep;deuce;far;-2,89661;23,634138;out;deuce_alley;near;4,582031;-0,144092;1,109375;down the line;In;false;17:29:36;
Rikard Rykkvin;3;serve_plus_one;Forehand;Topspin;72,871201;18;4;1;short;deuce;near;0,469952;6,440444;deep;deuce;far;-3,46875;24,021091;1,222656;cross court;In;false;17:29:37;
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Topspin;98,294685;18;4;1;out;ad;far;1,888627;28,1409;deep;deuce;near;1,741211;0,05122;0,807129;down the line;Out;false;17:29:39;
Rikard Rykkvin;1;first_serve;Serve;Flat;99,516182;19;4;1;deep;ad;near;-2,554603;5,456199;out;ad;far;1,293945;24,427341;2,603516;out wide;Out;false;17:29:58;
Rasmus Kopperud Riis;1;none;Forehand;Topspin;78,542969;19;4;1;deep;ad;far;2,110618;22,14113;out;ad;near;-3,029297;-1,034717;1,253906;inside out;In;false;17:29:59;
Rikard Rykkvin;1;second_serve;Serve;Flat;52,508095;19;4;1;short;deuce;far;-0,693848;12,625;deep;ad;far;1,286133;24,083591;2,640625;down the T;Net;false;17:30:07;
Rikard Rykkvin;1;first_serve;Serve;Flat;114,835152;20;4;1;short;deuce;near;2,571461;8,054077;deep;deuce;far;-0,763184;23,614841;2,382812;out wide;In;false;17:30:17;
Rasmus Kopperud Riis;2;first_return;Forehand;Flat;78,282524;20;4;1;deep;ad;far;2,012953;21,557491;deep;deuce_alley;near;4,441406;0,61372;1,1875;down the line;In;false;17:30:18;
Rikard Rykkvin;3;serve_plus_one;Backhand;Flat;92,751602;20;4;1;deep;ad;near;-0,728476;3,034906;out;ad;far;0,992188;25,146091;1,014648;cross court;In;false;17:30:20;
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Topspin;75,385315;20;4;1;short;deuce;far;-1,576172;17,709486;out;ad;near;-1,203125;-1,269092;1,101562;inside in;In;false;17:30:21;
Rikard Rykkvin;5;in_play;Forehand;Slice;49,653492;20;4;1;short;ad;far;0,689941;18,014088;out;deuce;far;-1,90332;24,614841;0,886719;down the line;Net;false;17:30:23;
Rikard Rykkvin;1;first_serve;Serve;Flat;93,915833;21;4;1;short;ad;near;-1,909092;8,802415;deep;ad;far;1,259766;24,114841;2,603516;down the T;In;false;17:30:40;
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;96,783165;21;4;1;short;ad;far;1,70255;18,271379;out;ad;near;-2,445312;-1,933155;1,010742;inside out;In;false;17:30:41;
Rikard Rykkvin;3;serve_plus_one;Backhand;Flat;66,125862;21;4;1;deep;ad;near;-2,651728;1,79028;deep;ad;far;2,855469;24,411716;1,09082;cross court;In;false;17:30:42;
Rasmus Kopperud Riis;4;return_plus_one;Backhand;Flat;91,315857;21;4;1;deep;deuce;far;-2,003955;22,458214;out;ad;near;-3,003906;-0,894092;1,535156;down the line;In;false;17:30:44;
Rikard Rykkvin;5;in_play;Forehand;Topspin;68,737427;21;4;1;short;deuce;near;1,520052;6,215297;out;deuce;far;-1,954102;25,177341;0,999023;cross court;In;false;17:30:45;
Rasmus Kopperud Riis;6;in_play;Forehand;Flat;110,029922;21;4;1;deep;deuce;far;-0,795193;20,744925;deep;deuce;near;2,357422;0,324658;0,946777;cross court;In;false;17:30:47;
Rikard Rykkvin;7;in_play;Forehand;Flat;82,000031;21;4;1;short;deuce;near;1,320215;5,712494;out;deuce;far;-1,670898;25,036716;0,919922;cross court;In;false;17:30:48;
Rasmus Kopperud Riis;8;in_play;Forehand;Topspin;54,995178;21;4;1;short;deuce;near;2,271484;11,859375;deep;deuce;near;2,050781;0,668408;0,893555;cross court;Net;false;17:30:49;
Rikard Rykkvin;1;first_serve;Serve;Flat;105,965889;22;4;1;short;deuce;near;2,513506;7,570635;deep;deuce;far;-0,768066;22,896091;2,404297;out wide;In;false;17:31:05;
Rasmus Kopperud Riis;2;first_return;Forehand;Flat;101,531647;22;4;1;short;deuce;far;-1,560177;18,241152;deep;deuce_alley;near;4,117188;0,066845;1,138672;down the line;In;false;17:31:07;
Rikard Rykkvin;3;serve_plus_one;Forehand;Topspin;74,13044;22;4;1;deep;ad;near;-0,043152;4,190552;deep;deuce;far;-3,076172;23,583591;1,228516;down the line;In;false;17:31:08;
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Topspin;78,647217;22;4;1;deep;deuce;far;-1,19646;23,326998;out;deuce;near;0,508789;-0,94878;1,076172;cross court;In;false;17:31:09;
Rikard Rykkvin;5;in_play;Forehand;Flat;49,738327;22;4;1;short;deuce;near;0,650444;6,595876;deep;deuce;far;-1,740234;23,880466;1,929688;cross court;In;false;17:31:11;
Rasmus Kopperud Riis;6;in_play;Forehand;Topspin;100,800026;22;4;1;deep;deuce;far;-2,123212;21,521666;out;deuce;near;1,551758;-0,612842;1,443359;cross court;In;false;17:31:13;
Rikard Rykkvin;7;in_play;Forehand;Topspin;58,916477;22;4;1;deep;deuce;near;3,310902;1,815349;out;deuce;far;-2,925781;24,817966;0,962891;cross court;In;false;17:31:14;
Rasmus Kopperud Riis;8;in_play;Forehand;Topspin;81,890915;22;4;1;short;ad;far;0,770224;18,093964;out;deuce;near;3,486328;-1,54253;1,816406;down the line;In;false;17:31:17;
Rikard Rykkvin;9;in_play;Forehand;Slice;48,779705;22;4;1;short;deuce;near;1,031128;7,886856;deep;deuce;far;-0,448975;24,271091;1,238281;cross court;In;false;17:31:19;
Rasmus Kopperud Riis;10;in_play;Forehand;Flat;67,823463;22;4;1;deep;ad;far;2,393875;23,773182;deep;deuce;near;0,807617;4,449657;0,364502;down the line;In;false;17:31:21;
Rikard Rykkvin;11;in_play;Backhand;Topspin;69,460716;22;4;1;short;ad;far;1,439453;17,398788;out;ad;far;2,484375;24,974216;0,749023;cross court;Net;false;17:31:22;
Rikard Rykkvin;12;in_play;Backhand;Flat;41,758667;22;4;1;short;deuce;near;0,153442;6,218572;short;ad;far;0,469971;15,552341;4,84375;down the line;In;false;17:31:23;
Rasmus Kopperud Riis;13;in_play;Forehand;Topspin;78,01358;22;4;1;short;ad;far;0,360766;17,429775;short;deuce;near;0,153442;11,434117;3,181641;down the line;In;false;17:31:24;
Rikard Rykkvin;1;first_serve;Serve;Flat;91,892738;23;4;1;short;ad;near;-2,690021;8,386545;deep;ad;far;1,266602;24,052341;2,675781;out wide;In;false;17:31:41;
Rasmus Kopperud Riis;2;first_return;Backhand;Topspin;98,99411;23;4;1;deep;ad;far;2,594935;22,914909;out;ad_alley;near;-4,328125;-0,206592;0,946289;down the line;In;false;17:31:43;
Rikard Rykkvin;3;serve_plus_one;Backhand;Flat;76,449898;23;4;1;short;ad;near;-0,761275;7,370497;out;ad;far;2,939453;24,505466;0,929688;cross court;In;false;17:31:44;
Rasmus Kopperud Riis;4;return_plus_one;Backhand;Topspin;91,850952;23;4;1;deep;deuce;far;-3,637111;19,99522;deep;ad;near;-2,238281;0,973095;0,659668;down the line;In;false;17:31:45;
Rikard Rykkvin;0;none;Feed;Slice;38,020481;24;5;1;short;deuce;far;-0,524414;13,59375;deep;deuce;far;-3,845703;22,989841;0,916992;---;Net;false;17:31:55;
Rikard Rykkvin;1;none;Forehand;Flat;65,445824;24;5;1;deep;ad;near;-1,256253;4,466193;deep;deuce;far;-3,261719;22,349216;2,273438;down the line;In;false;17:32:01;
Rikard Rykkvin;2;none;Volley;Flat;22,751896;24;5;1;short;ad;far;0,73291;12,109375;short;ad;far;0,537598;13,161716;1,191406;cross court;Net;false;17:32:13;
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;134,576797;24;5;1;deep;deuce;far;-1,419432;21,418489;deep;deuce;near;1,126953;0,965283;2,455078;down the T;Out;false;17:32:41;
Rikard Rykkvin;2;first_return;Backhand;Topspin;61,517929;24;5;1;deep;ad;near;-1,600187;3,668979;deep;deuce;far;-1,947266;24,239841;1,119141;inside in;In;false;17:32:41;
Rasmus Kopperud Riis;3;serve_plus_one;Backhand;Topspin;96,244286;24;5;1;deep;ad;far;1,495968;20,988468;out;ad;near;-1,268555;-0,19878;1,359375;cross court;In;false;17:32:43;
Rikard Rykkvin;4;return_plus_one;Backhand;Topspin;54,402061;24;5;1;short;deuce;far;-0,026855;13,953125;deep;ad;far;2,222656;24,364841;0,992188;down the line;Net;false;17:32:44;
Rikard Rykkvin;0;none;Feed;Flat;27,874657;25;5;1;deep;ad;near;-1,731356;2,646165;deep;ad;far;2,046875;20,208591;2,794922;---;In;false;17:32:49;
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;107,071602;25;5;1;deep;ad;far;2,196549;20,000422;deep;ad;near;0,368896;0,915632;2,263672;down the T;Out;false;17:33:02;
Rikard Rykkvin;2;first_return;Forehand;Topspin;77,257172;25;5;1;deep;ad;near;-0,715776;4,328383;out;ad;far;2,408203;25,239841;1,181641;inside out;In;false;17:33:03;
