Point;Game;Set;Serve State;Match Server;Host Game Score;Guest Game Score;Point Winner;Detail;Break Point;Set Point;Favorited;Start Time;Video Time;Duration
74;13;2;second;host;15;15;host;;false;false;false;17:59:52;;8,97
75;13;2;second;host;30;15;guest;Double Fault;false;false;false;18:00:20;;8,85
76;13;2;first;host;30;30;host;;false;false;false;18:00:42;;7,95
77;13;2;second;host;40;30;host;;false;false;false;18:01:17;;11
78;14;2;first;guest;0;0;host;Forehand Unforced Error;false;false;false;18:01:58;;3,6
79;14;2;first;guest;15;0;guest;;false;false;false;18:02:13;;6,97
80;14;2;first;guest;15;15;guest;Service Winner;false;false;false;18:02:38;;2,33
81;14;2;second;guest;15;30;host;Double Fault;false;false;false;18:03:00;;8,85
82;14;2;first;guest;30;30;guest;Service Winner;false;false;false;18:03:21;;2,18
83;14;2;second;guest;30;40;host;Double Fault;false;false;false;18:03:38;;11,72
84;14;2;second;guest;40;40;host;Double Fault;false;false;false;18:05:09;;6,72
85;14;2;second;guest;AD;40;guest;Service Winner;true;true;false;18:05:28;;8,94
86;14;2;second;guest;40;40;guest;Backhand Unforced Error;false;false;false;18:05:57;;10,15
87;14;2;second;guest;40;AD;host;Double Fault;false;false;false;18:06:23;;1,78
88;14;2;first;guest;40;40;guest;Backhand Unforced Error;false;false;false;18:06:38;;5,12
89;14;2;first;guest;40;AD;host;Forehand Unforced Error;false;false;false;18:07:10;;3,45
90;14;2;first;guest;40;40;host;Backhand Unforced Error;false;false;false;18:07:26;;10,14
91;14;2;second;guest;AD;40;guest;Forehand Winner;true;true;false;18:07:52;;15,31
92;14;2;second;guest;40;40;guest;Backhand Unforced Error;false;false;false;18:08:29;;27,73
93;14;2;second;guest;40;AD;host;Double Fault;false;false;false;18:09:15;;7,49
94;14;2;first;guest;40;40;host;;false;false;false;18:09:38;;2,08
95;14;2;first;guest;AD;40;guest;Backhand Unforced Error;true;true;false;18:10:02;;5,42
96;14;2;second;guest;40;40;host;Forehand Winner;false;false;false;18:10:40;;11,67
97;14;2;second;guest;AD;40;guest;Forehand Unforced Error;true;true;false;18:11:10;;23,459999
98;14;2;first;guest;40;40;host;Forehand Winner;false;false;false;18:11:50;;10,64
99;14;2;second;guest;AD;40;host;Forehand Winner;true;true;false;18:12:17;;11,3
