Player;Shot;Type;Stroke;Spin;Speed (KM/H);Point;Game;Set;Bounce Depth;Bounce Zone;Bounce Side;Bounce (x);Bounce (y);Hit Depth;Hit Zone;Hit Side;Hit (x);Hit (y);Hit (z);Direction;Result;Favorited;Start Time;Video Time
Rikard Rykkvin;2;second_return;Backhand;Flat;82,755882;3;1;1;deep;deuce;far;-2,603795;21,461218;out;deuce;near;2,130859;-2,495655;1,072266;inside out;In;false;06:21:24;97,279999
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Flat;109,141899;3;1;1;deep;ad_alley;near;-5,059129;4,707552;deep;deuce;far;-2,791016;23,771091;1,316406;down the line;Out;false;06:21:26;99,139999
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;51,797085;4;1;1;short;deuce;far;-2,529297;12,414062;deep;ad;far;0,176636;23,929508;2,335938;out wide;Net;false;06:21:48;120,349998
Rasmus Kopperud Riis;1;second_serve;Serve;Kick;153,247482;4;1;1;short;ad;near;-1,883618;7,20637;deep;ad;far;0,580078;23,974216;2,507812;down the T;In;false;06:21:53;126,190002
Rikard Rykkvin;2;second_return;Forehand;Flat;85,137985;4;1;1;deep;ad;far;3,529397;21,828403;out;ad;near;-2,453125;-1,245655;1,304688;inside out;In;false;06:21:54;127,260002
Rasmus Kopperud Riis;3;serve_plus_one;Backhand;Topspin;70,008835;4;1;1;deep;ad;near;-0,371547;5,430948;out;ad;far;3,919922;24,646091;1,175781;cross court;In;false;06:21:56;129,089996
Rikard Rykkvin;4;return_plus_one;Forehand;Topspin;89,264839;4;1;1;short;ad;far;3,192508;18,285097;out;ad;near;-1,282227;-0,16753;1,37207;inside out;In;false;06:21:58;130,720001
Rasmus Kopperud Riis;5;in_play;Backhand;Slice;50,564312;4;1;1;short;deuce;near;2,715618;7,827699;out;ad_alley;far;4,203125;25,052341;0,806641;down the line;In;false;06:21:59;132,220001
Rikard Rykkvin;6;in_play;Forehand;Topspin;71,217827;4;1;1;out;ad;far;3,238281;24,370718;deep;deuce;near;2,332031;2,17622;0,675781;down the line;Out;false;06:22:01;134,289993
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;139,332855;5;1;1;deep;deuce;near;2,197945;3,094447;deep;deuce;far;-0,447021;23,552341;2,353516;down the T;Out;false;06:22:21;154,270004
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;89,812798;5;1;1;short;deuce;near;2,38624;7,967166;deep;deuce;far;-0,47998;23,505466;2,421875;out wide;In;false;06:22:28;160,899994
Rikard Rykkvin;2;none;Feed;Flat;29,268389;5;1;1;deep;ad;far;0,545937;20,9639;out;deuce;near;1,725586;-2,38628;0,653809;---;In;false;06:22:32;164,940002
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;159,321594;5;1;1;short;deuce;near;1,338929;8,53814;deep;deuce;far;0,095825;23,147434;2,224609;down the T;In;false;06:22:47;179,479996
Rikard Rykkvin;2;second_return;Forehand;Topspin;50,335415;5;1;1;short;deuce;near;2,634766;11,460938;out;deuce;near;2,380859;-0,870655;0,922852;cross court;Net;false;06:22:48;180,509995
Rikard Rykkvin;1;first_serve;Serve;Flat;95,844589;6;2;1;short;deuce;near;3,527352;7,889187;deep;deuce;far;-0,762695;23,271091;2,375;out wide;In;false;06:23:46;238,440002
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;103,056648;6;2;1;deep;deuce;far;-1,96292;21,739878;out;deuce_alley;near;4,625;-0,245655;1,080078;down the line;In;false;06:23:47;239,570007
Rikard Rykkvin;3;serve_plus_one;Forehand;Topspin;70,133118;6;2;1;short;deuce;near;0,867938;7,715737;deep;deuce;far;-2,664062;24,005466;0,95166;cross court;In;false;06:23:48;240,699997
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Flat;100,902786;6;2;1;deep;ad;far;3,095435;23,766462;deep;deuce;near;1,893555;0,535595;0,783691;down the line;In;false;06:23:50;242,399994
Rikard Rykkvin;5;in_play;Backhand;Flat;64,516327;6;2;1;short;deuce;near;0,514648;7,773438;out;ad;far;2,849609;25,833591;0,887695;down the line;In;false;06:23:51;243,699997
Rasmus Kopperud Riis;6;in_play;Volley;Flat;32,055855;6;2;1;deep;deuce_alley;far;-4,320312;18,96875;short;deuce;near;0,514648;7,64497;1,143555;down the line;Out;false;06:23:52;244,770004
Rikard Rykkvin;1;first_serve;Serve;Flat;145,712051;7;2;1;short;ad;near;-3,450049;7,571651;deep;ad;far;0,88623;23,083591;2,494141;out wide;In;false;06:24:10;262,679993
Rasmus Kopperud Riis;2;first_return;Backhand;Topspin;76,946724;7;2;1;deep;ad;far;0,456787;19,28125;deep;ad_alley;near;-4,785156;-0,089405;1,121094;down the line;In;false;06:24:11;263,579987
Rikard Rykkvin;3;serve_plus_one;Volley;Flat;37,630787;7;2;1;deep;deuce;near;2,701172;1,539062;deep;ad;far;0,456787;19,927341;0,053711;down the line;In;false;06:24:12;264,579987
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Topspin;88,564583;7;2;1;short;deuce;far;-0,455811;13,335938;out;deuce;near;3,009766;-0,315967;1,355469;cross court;In;false;06:24:14;266,880005
Rikard Rykkvin;5;in_play;Volley;Flat;28,768429;7;2;1;short;ad;near;-2,068066;6,457791;short;deuce;far;-0,455811;13,982029;1,291016;down the line;In;false;06:24:15;267,480011
Rasmus Kopperud Riis;6;in_play;Backhand;Slice;61,642536;7;2;1;short;deuce;far;-1,492188;15,210938;deep;ad;near;-2,435547;4,36372;0,735352;down the line;In;false;06:24:17;269,679993
Rikard Rykkvin;7;in_play;Forehand;Flat;67,044235;7;2;1;short;deuce;near;1,410947;7,007442;short;deuce;far;-1,492188;15,857029;1,419922;cross court;In;false;06:24:18;270,450012
Rikard Rykkvin;1;first_serve;Serve;Flat;108,96814;8;2;1;short;deuce;near;2,568314;6,957696;deep;deuce;far;-0,177979;22,864841;1,908203;out wide;In;false;06:24:43;295,859985
Rasmus Kopperud Riis;2;first_return;Forehand;Flat;78,732994;8;2;1;deep;ad;far;2,316406;19,90625;out;deuce_alley;near;4,21875;-0,519092;1,109375;down the line;In;false;06:24:44;297,130005
Rikard Rykkvin;3;serve_plus_one;Volley;Slice;37,630787;8;2;1;short;ad;far;2,316406;17,398788;deep;ad;far;2,316406;20,552341;0,206543;cross court;Net;false;06:24:45;298,130005
Rikard Rykkvin;4;return_plus_one;Volley;Flat;37,630787;8;2;1;short;ad;far;0,824707;15,414062;short;ad;far;1,72168;16,060154;1,362305;cross court;Net;false;06:24:46;298,690002
Rikard Rykkvin;1;first_serve;Serve;Flat;96,430679;9;2;1;short;ad;near;-1,702148;6,980469;deep;ad;far;1,285156;23,677341;2,544922;down the T;In;false;06:25:09;321,570007
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;82,591301;9;2;1;deep;deuce;far;-1,681914;22,907894;out;ad;near;-2,480469;-0,800342;1,326172;inside in;In;false;06:25:10;322,799988
Rikard Rykkvin;3;serve_plus_one;Forehand;Flat;63,361263;9;2;1;deep;ad;near;-1,676672;5,457866;deep;deuce;far;-1,145508;24,333591;1,628906;down the line;In;false;06:25:12;324,369995
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Topspin;112,535812;9;2;1;short;ad;far;2,383455;18,272573;out;ad;near;-1,422852;-2,534717;0,93457;inside out;In;false;06:25:13;326,309998
Rikard Rykkvin;5;in_play;Backhand;Slice;58,818199;9;2;1;deep;deuce;near;1,632221;3,526768;out;ad;far;3,058594;24,833591;1,394531;down the line;In;false;06:25:15;327,709991
Rasmus Kopperud Riis;6;in_play;Forehand;Topspin;90,257317;9;2;1;deep;deuce;far;-2,906822;23,757168;deep;deuce;near;1,181641;-0,089405;1,158203;cross court;In;false;06:25:17;329,570007
Rikard Rykkvin;7;in_play;Forehand;Topspin;101,299042;9;2;1;deep;deuce;far;-2,671875;23,282749;out;deuce;far;-2,777344;25,474216;0,932617;cross court;Net;false;06:25:18;330,709991
Rikard Rykkvin;1;first_serve;Serve;Flat;65,548233;10;2;1;deep;deuce;near;1,883789;3,921875;deep;deuce;far;-0,412842;22,364841;2,263672;down the T;Out;false;06:25:38;351,079987
Rikard Rykkvin;1;second_serve;Serve;Flat;64,556786;10;2;1;short;deuce;near;0,45814;8,132567;deep;deuce;far;-0,709961;23,583591;2,402344;down the T;In;false;06:25:45;358,149994
Rasmus Kopperud Riis;2;second_return;Forehand;Flat;94,732445;10;2;1;short;deuce;far;-0,286986;18,255161;out;deuce;near;1,114258;-1,800342;0,566895;cross court;In;false;06:25:47;360,119995
Rikard Rykkvin;3;serve_plus_one;Backhand;Slice;43,144146;10;2;1;short;deuce;far;-1,276367;18,052719;deep;deuce;far;-0,274658;24,317966;0,673828;inside out;Net;false;06:25:49;361,549988
Rikard Rykkvin;0;none;Feed;Flat;37,630787;11;3;1;deep;deuce;near;2,527344;1,945312;deep;ad;far;1,299805;17,815809;1,824219;---;In;false;06:26:08;380,829987
Rikard Rykkvin;1;none;Feed;Flat;40,418251;11;3;1;deep;deuce;near;0,940918;4,994749;deep;deuce;far;-1,833984;23,864841;0,84082;---;In;false;06:26:14;386,600006
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;144,320847;11;3;1;deep;deuce;far;-2,751912;19,825941;deep;deuce;near;0,280762;0,529916;2,236328;out wide;Out;false;06:26:29;402,070007
Rikard Rykkvin;2;first_return;Forehand;Slice;50,155079;11;3;1;short;deuce;near;0,184162;9,545259;deep;deuce;far;-3,326172;23,802341;1,525391;cross court;In;false;06:26:30;402,910004
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Slice;56,376656;11;3;1;deep;deuce;far;-0,542951;22,293581;deep;deuce;near;1,092773;4,465282;0,570801;cross court;In;false;06:26:32;404,73999
Rikard Rykkvin;4;return_plus_one;Forehand;Slice;84,808075;11;3;1;short;deuce;near;1,418945;6,138795;deep;deuce;far;-0,221313;23,724216;0,901367;cross court;In;false;06:26:34;406,540009
Rasmus Kopperud Riis;5;in_play;Volley;Flat;12,213823;11;3;1;short;deuce;near;4,042969;7,402344;short;deuce;near;1,418945;11,059117;4,359375;cross court;Net;false;06:26:35;407,339996
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;134,910126;12;3;1;short;ad;far;3,268649;18,272573;deep;ad;near;0,105774;0,324658;2,263672;out wide;In;false;06:26:50;422,350006
Rikard Rykkvin;2;first_return;Backhand;Slice;48,576824;12;3;1;deep;deuce;near;3,153536;4,730081;deep;ad_alley;far;4,238281;23,708591;1,326172;down the line;In;false;06:26:51;423,410004
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Flat;53,891094;12;3;1;short;deuce;near;1,608398;11,601562;deep;deuce;near;2,234375;1,777783;1,410156;cross court;Net;false;06:26:53;425,820007
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;125,915192;13;3;1;deep;deuce;far;-3,776269;22,051167;deep;deuce;near;0,486328;0,941845;2,419922;out wide;Out;false;06:27:10;443,220001
Rikard Rykkvin;1;none;Forehand;Flat;60,501202;13;3;1;short;deuce;far;-2,802734;15,953125;out;deuce;far;-4,085938;24,974216;1,238281;cross court;Net;false;06:27:11;444,26001
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;108,84771;13;3;1;short;deuce;far;-0,928222;16,365437;deep;deuce;near;0,963379;0,910595;2,421875;down the T;In;false;06:27:17;449,630005
Rikard Rykkvin;2;second_return;Backhand;Flat;65,440247;13;3;1;short;ad;near;-0,461664;6,495534;out;deuce;far;-2,074219;25,083591;1,348633;inside in;In;false;06:27:18;450,790009
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Topspin;91,727638;13;3;1;deep;deuce;far;-2,745697;23,7607;out;ad;near;-0,456543;-0,339405;1,099609;inside in;In;false;06:27:20;452,559998
Rikard Rykkvin;4;return_plus_one;Forehand;Flat;60,098976;13;3;1;short;deuce;near;0,472412;5,738281;out;deuce;far;-2,529297;25,958591;0,978516;cross court;In;false;06:27:21;453,859985
Rasmus Kopperud Riis;5;in_play;Forehand;Topspin;99,264046;13;3;1;deep;ad;far;1,616929;19,636866;deep;deuce;near;0,88623;1,965283;1,007812;down the line;In;false;06:27:23;455,730011
Rikard Rykkvin;6;in_play;Backhand;Topspin;99,403229;13;3;1;short;deuce_alley;near;4,279562;6,81953;deep;ad;far;2,107422;24,177341;1,785156;down the line;Out;false;06:27:24;456,959991
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;134,04863;14;3;1;short;ad;far;3,15035;18,286367;deep;ad;near;-0,285156;0,51997;2,425781;out wide;In;false;06:27:49;481,369995
Rikard Rykkvin;2;first_return;Backhand;Flat;60,797497;14;3;1;deep;deuce;near;0,165038;3,483129;deep;ad;far;3,789062;23,989841;1,310547;down the line;In;false;06:27:49;482,269989
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Flat;106,93676;14;3;1;out;deuce;far;-2,219437;26,442284;out;ad;near;-0,65332;-1,097217;1,396484;inside in;Out;false;06:27:51;484,040009
Rasmus Kopperud Riis;1;first_serve;Serve;Slice;107,747452;15;3;1;short;deuce;far;-2,813545;17,373102;deep;deuce;near;0,850586;0,402783;2,541016;out wide;In;false;06:28:06;498,980011
Rikard Rykkvin;2;first_return;Forehand;Topspin;72,737938;15;3;1;deep;ad;near;-0,184207;0,366744;out;deuce_alley;far;-4,894531;26,864841;0,873047;down the line;In;false;06:28:07;500,279999
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Topspin;78,561607;15;3;1;deep;deuce;far;-1,037224;22,676111;out;ad;near;-0,250732;-0,394092;1,227539;inside in;In;false;06:28:09;501,850006
Rikard Rykkvin;4;return_plus_one;Forehand;Topspin;74,404861;15;3;1;short;ad;near;-0,9091;7,675461;out;deuce;far;-0,992188;25,427341;1,240234;down the line;In;false;06:28:11;503,480011
Rasmus Kopperud Riis;5;in_play;Forehand;Flat;112,962357;15;3;1;deep;ad;far;3,145149;22,068544;out;ad;near;-0,642578;-2,35503;0,869141;inside out;In;false;06:28:12;505,079987
Rikard Rykkvin;6;in_play;Backhand;Flat;68,201706;15;3;1;deep;deuce;near;1,672526;2,425488;out;ad;far;3,082031;25,333591;0,833008;down the line;In;false;06:28:14;506,380005
Rasmus Kopperud Riis;7;in_play;Forehand;Topspin;54,800495;15;3;1;short;ad;near;-0,837891;11,625;deep;deuce;near;1,394531;0,83247;0,866699;down the line;Net;false;06:28:15;507,850006
Rasmus Kopperud Riis;0;none;Feed;Flat;34,843319;16;4;1;short;deuce;far;-1,519531;18,193853;short;ad;near;-1,731445;10,09818;1,849609;---;In;false;06:28:51;543,72998
Rikard Rykkvin;1;none;Feed;Flat;34,843319;16;4;1;deep;deuce;near;1,237305;1,851562;deep;deuce;far;-3,634766;20,349216;1,880859;---;In;false;06:29:02;555
Rikard Rykkvin;1;first_serve;Serve;Flat;54,82946;16;4;1;short;ad;near;-1,014648;11,859375;deep;deuce;near;0,973145;1,184033;2,402344;down the T;Net;false;06:29:26;578,450012
Rikard Rykkvin;1;second_serve;Serve;Flat;101,295525;16;4;1;short;deuce;far;-2,692294;18,269518;deep;deuce;near;1,085938;0,559033;2,597656;out wide;In;false;06:29:41;594,090027
Rasmus Kopperud Riis;2;second_return;Forehand;Topspin;80,234375;16;4;1;deep;deuce;near;0,589681;2,601937;deep;deuce;far;-4,042969;23,396091;1,317383;cross court;In;false;06:29:42;595,320007
Rikard Rykkvin;3;serve_plus_one;Backhand;Flat;73,609665;16;4;1;deep;ad;far;0,907959;23,771925;deep;deuce;near;0,387451;0,637158;0,953125;inside in;In;false;06:29:44;596,52002
Rasmus Kopperud Riis;4;return_plus_one;Backhand;Flat;42,801968;16;4;1;deep;ad;far;1,655273;18,716555;deep;ad;far;1,00293;23,989841;0,835938;cross court;Net;false;06:29:45;598,090027
Rikard Rykkvin;1;first_serve;Serve;Flat;131,494507;17;4;1;short;ad;far;1,175433;17,85577;deep;ad;near;-1,084961;0,247223;2,115234;down the T;In;false;06:30:00;612,559998
Rasmus Kopperud Riis;1;none;Forehand;Topspin;58,746185;17;4;1;short;ad;near;-2,484375;6,742188;out;ad;far;1,953125;24,896091;1,191406;inside out;In;false;06:30:01;613,630005
Rikard Rykkvin;1;second_serve;Serve;Slice;118,288284;17;4;1;short;ad;far;3,152671;18,199709;deep;ad;near;-1,791016;0,26997;2,373047;out wide;In;false;06:30:08;620,799988
Rasmus Kopperud Riis;2;second_return;Backhand;Flat;64,071518;17;4;1;deep;deuce;near;2,915594;2,981379;out;ad_alley;far;4,308594;24,583591;1,544922;down the line;In;false;06:30:09;622,130005
Rikard Rykkvin;3;serve_plus_one;Forehand;Topspin;77,548538;17;4;1;short;ad;far;0,876269;18,030909;out;deuce;near;2,599609;-2,128467;1,207031;down the line;In;false;06:30:12;624,330017
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Flat;90,591736;17;4;1;deep;deuce;near;1,638051;0,967018;deep;ad;far;0,864746;23,458591;1,347656;inside in;In;false;06:30:13;626,200012
Rikard Rykkvin;5;in_play;Forehand;Flat;81,363632;17;4;1;deep;deuce;far;-0,716737;23,763422;out;deuce;near;1,289062;-2,04253;0,946777;cross court;In;false;06:30:15;627,469971
Rasmus Kopperud Riis;6;in_play;Forehand;Topspin;71,96505;17;4;1;deep;ad;near;-2,715877;3,493766;out;deuce;far;-0,63623;24,896091;1,296875;down the line;In;false;06:30:16;629,140015
Rikard Rykkvin;7;in_play;Backhand;Topspin;77,156273;17;4;1;short;ad;far;1,223044;18,261066;out;ad;near;-2,359375;-0,909717;1,238281;cross court;In;false;06:30:18;630,530029
Rasmus Kopperud Riis;8;in_play;Backhand;Flat;99,308411;17;4;1;deep;deuce;near;3,724215;2,637763;deep;ad;far;2,488281;23,708591;1,414062;down the line;In;false;06:30:20;632,340027
Rikard Rykkvin;9;in_play;Forehand;Topspin;64,177643;17;4;1;out;ad_alley;far;4,380082;26,903114;out;deuce;near;3,785156;-2,440967;0,972168;down the line;Out;false;06:30:21;633,640015
Rikard Rykkvin;1;first_serve;Serve;Flat;106,849609;18;4;1;short;deuce;far;-2,506961;18,20319;deep;deuce;near;0,850586;1,316845;2,359375;out wide;In;false;06:30:43;655,710022
Rasmus Kopperud Riis;2;first_return;Forehand;Flat;68,297287;18;4;1;deep;deuce;near;3,815162;1,452357;deep;deuce;far;-3,535156;24,239841;1,353516;cross court;In;false;06:30:44;656,849976
Rikard Rykkvin;3;serve_plus_one;Forehand;Flat;55,145302;18;4;1;short;deuce_alley;far;-4,831694;18,259466;out;deuce;near;2,761719;-0,440967;0,627441;down the line;Out;false;06:30:46;658,380005
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Slice;55,744781;18;4;1;deep;ad;near;-0,842688;2,465226;deep;deuce_alley;far;-4,375;22,239841;2,480469;down the line;In;false;06:30:49;661,450012
Rikard Rykkvin;1;first_serve;Serve;Slice;116,163017;19;4;1;short;ad;far;1,547727;17,35899;deep;ad;near;-1,791016;-0,04253;2,363281;down the T;In;false;06:31:00;673,219971
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;81,340088;19;4;1;deep;deuce;near;0,56034;2,962662;out;ad;far;2,150391;25,239841;1,422852;inside in;In;false;06:31:02;674,48999
Rikard Rykkvin;3;serve_plus_one;Forehand;Topspin;81,356079;19;4;1;deep;ad;far;1,890719;19,150963;out;deuce;near;0,297119;-1,409717;1,171875;down the line;In;false;06:31:03;675,719971
Rasmus Kopperud Riis;4;return_plus_one;Backhand;Flat;85,0112;19;4;1;short;ad;near;-1,871408;6,169376;out;ad;far;2,259766;25,271091;1,035156;cross court;In;false;06:31:05;677,419983
Rikard Rykkvin;5;in_play;Backhand;Topspin;84,323654;19;4;1;out;ad_alley;far;4,395223;25,721699;out;ad;near;-2,587891;-0,339405;1,027344;down the line;Out;false;06:31:06;678,960022
Rasmus Kopperud Riis;6;in_play;Backhand;Flat;65,780396;19;4;1;deep;ad;near;-2,266157;4,82861;out;ad;far;3,251953;25,458591;1,050781;cross court;In;false;06:31:08;680,419983
Rikard Rykkvin;7;in_play;Backhand;Slice;53,915726;19;4;1;short;ad;far;2,727293;17,159523;deep;ad;near;-3,146484;1,20747;1,421875;cross court;In;false;06:31:09;682,26001
Rasmus Kopperud Riis;8;in_play;Backhand;Slice;65,28302;19;4;1;deep;deuce;near;3,761879;4,165076;deep;ad;far;2,820312;19,755466;1,884766;down the line;In;false;06:31:11;684,26001
Rikard Rykkvin;9;in_play;Forehand;Flat;58,160839;19;4;1;out;ad;far;0,77002;24,040405;deep;deuce;near;3,398438;-0,07378;0,556641;down the line;Out;false;06:31:13;685,630005
Rasmus Kopperud Riis;0;none;Feed;Flat;30,662121;20;4;1;deep;deuce;near;2,779297;5,288858;short;deuce;far;-0,85791;15,364841;4,277344;---;In;false;06:31:21;693,76001
Rikard Rykkvin;1;first_serve;Serve;Flat;110,972733;20;4;1;short;deuce;far;-1,312877;15,93804;deep;deuce;near;1,078125;0,23872;2,533203;down the T;In;false;06:31:32;705,070007
Rasmus Kopperud Riis;2;first_return;Forehand;Topspin;57,769005;20;4;1;short;deuce;near;2,192115;7,455235;deep;deuce;far;-2,755859;24,208591;1,216797;cross court;In;false;06:31:33;706,299988
Rikard Rykkvin;3;serve_plus_one;Forehand;Flat;97,173683;20;4;1;deep;deuce;far;-2,311058;19,611948;deep;deuce;near;3,220703;0,55122;0,674805;cross court;In;false;06:31:36;708,400024
Rasmus Kopperud Riis;4;return_plus_one;Forehand;Topspin;95,773155;20;4;1;deep;ad;near;-2,856475;4,449944;out;deuce;far;-3,828125;24,771091;1,320312;down the line;In;false;06:31:37;709,77002
Rikard Rykkvin;5;in_play;Backhand;Flat;40,662685;20;4;1;short;ad;near;-2,349609;6,011719;deep;ad;near;-2,994141;-0,120655;1,136719;cross court;Net;false;06:31:38;711,140015
Rikard Rykkvin;1;first_serve;Serve;Slice;107,157211;21;4;1;short;ad;far;1,803389;18,247282;deep;ad;near;-1,446289;0,309033;2,431641;down the T;In;false;06:31:56;728,47998
Rasmus Kopperud Riis;2;first_return;Forehand;Flat;73,601036;21;4;1;deep;deuce;near;0,754372;4,324909;out;ad;far;2,695312;25,614841;1,231445;inside in;In;false;06:31:57;729,679993
Rikard Rykkvin;3;serve_plus_one;Forehand;Flat;86,920929;21;4;1;deep;ad_alley;far;4,292142;22,383112;out;deuce;near;0,412598;-0,933155;1,362305;down the line;Out;false;06:31:58;731,150024
Rikard Rykkvin;0;none;Feed;Flat;40,418251;22;5;1;short;ad;far;1,752689;16,289541;deep;deuce;near;1,135742;2,941845;1,441406;---;In;false;06:32:02;735,049988
Rikard Rykkvin;1;none;Feed;Flat;27,923134;22;5;1;short;ad;far;1,834705;17,899345;short;deuce;near;2,15625;11,66068;1,494141;---;In;false;06:32:04;736,97998
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;151,742004;22;5;1;short;deuce;near;2,04833;6,963212;deep;deuce;far;-0,549805;23,552341;2,382812;down the T;In;false;06:32:29;761,690002
Rikard Rykkvin;2;first_return;Forehand;Slice;78,916451;22;5;1;short;ad;far;2,111996;17,157791;out;deuce;near;3,566406;-0,753467;1,139648;down the line;In;false;06:32:30;762,590027
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;110,556595;23;5;1;deep;ad;near;-3,092943;3,519701;deep;ad;far;0,301514;23,715714;2,517578;out wide;Out;false;06:32:47;779,700012
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;102,488335;23;5;1;short;ad;near;-3,043254;6,179232;deep;ad;far;0,549805;23,849216;2,439453;out wide;In;false;06:32:54;786,340027
Rikard Rykkvin;2;second_return;Forehand;Topspin;85,424553;23;5;1;deep;ad;far;0,521202;23,74246;out;ad;near;-3,316406;-0,581592;1,384766;inside out;In;false;06:32:55;787,5
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Flat;74,576202;23;5;1;deep;deuce;near;1,096591;2,922181;deep;ad;far;0,694824;23,255466;0,920898;inside in;In;false;06:32:56;788,840027
Rikard Rykkvin;4;return_plus_one;Forehand;Topspin;59,529556;23;5;1;short;deuce;near;2,638672;11,882812;out;deuce;near;1,099609;-0,651905;1,158203;cross court;Net;false;06:32:57;790,27002
Rasmus Kopperud Riis;1;first_serve;Serve;Flat;113,766365;24;5;1;deep;deuce;near;3,254214;3,899314;deep;deuce;far;-0,479248;23,567966;2,320312;out wide;Out;false;06:33:11;803,539978
Rikard Rykkvin;1;none;Forehand;Topspin;63,576672;24;5;1;deep;deuce;far;-2,834703;20,894192;out;deuce_alley;near;4,796875;-1,714405;0,936035;down the line;In;false;06:33:12;804,51001
Rasmus Kopperud Riis;1;second_serve;Serve;Flat;100,083916;24;5;1;short;deuce;near;2,577193;8,052502;deep;deuce;far;-0,223145;22,583591;2,417969;out wide;In;false;06:33:18;810,75
Rikard Rykkvin;2;second_return;Forehand;Topspin;89,046188;24;5;1;deep;deuce;far;-2,55207;22,823442;out;deuce;near;2,787109;-0,839405;1,314453;cross court;In;false;06:33:19;811,710022
Rasmus Kopperud Riis;3;serve_plus_one;Forehand;Topspin;90,309425;24;5;1;deep;ad;near;-1,629611;4,481908;out;deuce;far;-3,125;24,427341;1,408203;down the line;In;false;06:33:20;813,309998
Rikard Rykkvin;4;return_plus_one;Backhand;Topspin;72,001106;24;5;1;deep;ad;far;3,257437;20,305033;out;ad;near;-1,544922;-0,659717;1,019531;cross court;In;false;06:33:22;814,47998
